input_kelas,kelas,hari,mata_kuliah,waktu,ruang,dosen,berlaku_mulai
1ka20,1KA20,Kamis,Pendidikan Agama Islam,3/4,G234,APIPUDIN,07 Jul 2025
1ka20,1KA20,Kamis,Bahasa Indonesia,7/8,G226,ARI WIJAYA BASUKI RAHARJO,07 Jul 2025
1ka20,1KA20,Kamis,Matematika Dasar 2A,9/10,G226,WIDIANTO MUTTAQIEN MUKODIM,07 Jul 2025
1ka20,1KA20,Jum'at,Praktikum Teknologi Kecerdasan Artifisial,3/4,,TIM DOSEN,07 Jul 2025
1ka21,1KA21,Senin,Pendidikan Agama Islam,1/2,B221,RETMIARTI,07 Jul 2025
1ka21,1KA21,Senin,Pendidikan Kewarganegaraan,3/4,B221,FATCHULLAH ZARKASI,07 Jul 2025
1ka21,1KA21,Senin,Struktur & Organisasi Data *,5/6/7,B221,ITA RUSMALA DEWI,07 Jul 2025
1ka21,1KA21,Selasa,Teknologi Kecerdasan Artifisial,,UGTV,TEAM TEACHING,07 Jul 2025
1ka21,1KA21,Rabu,Algoritma & Pemrograman 2C *,1/2,A101,BAMBANG YULIANTO,07 Jul 2025
1ka21,1KA21,Rabu,Matematika Dasar 2A,3/4,A101,NUR SETIAWATI,07 Jul 2025
1ka21,1KA21,Rabu,Matematika Dasar 2B,7/8,A202,MUHAMMAD IMRON HADISANTOSA,07 Jul 2025
1ka21,1KA21,Rabu,Algoritma & Pemrograman 2A *,9/10,A202,IKE PUTRI KUSUMAWIJAYA,07 Jul 2025
1ka21,1KA21,Kamis,Bahasa Indonesia,1/2,B222,MELANIAWATI,07 Jul 2025
1ka21,1KA21,Kamis,Teori Organisasi Umum,3/4,B222,IBNU CAHYO RAMADHAN,07 Jul 2025
1ka21,1KA21,Kamis,Algoritma & Pemrograman 2B *,6/7,B222,LULU CHAERANI MUNGGARAN,07 Jul 2025
1ka21,1KA21,Jum'at,Praktikum Teknologi Kecerdasan Artifisial,3/4,,TIM DOSEN,07 Jul 2025
1ka22,1KA22,Senin,Algoritma & Pemrograman 2C *,1/2,B211,BAMBANG YULIANTO,07 Jul 2025
1ka22,1KA22,Senin,Pendidikan Agama Islam,3/4,B211,RETMIARTI,07 Jul 2025
1ka22,1KA22,Senin,Pendidikan Kewarganegaraan,5/6,B211,FATCHULLAH ZARKASI,07 Jul 2025
1ka22,1KA22,Senin,Struktur & Organisasi Data *,8/9/10,B211,ITA RUSMALA DEWI,07 Jul 2025
1ka22,1KA22,Selasa,Teknologi Kecerdasan Artifisial,,UGTV,TEAM TEACHING,07 Jul 2025
1ka22,1KA22,Rabu,Matematika Dasar 2A,1/2,A601,NUR SETIAWATI,07 Jul 2025
1ka22,1KA22,Rabu,Matematika Dasar 2B,5/6,A202,MUHAMMAD IMRON HADISANTOSA,07 Jul 2025
1ka22,1KA22,Kamis,Algoritma & Pemrograman 2A *,1/2,B221,IKE PUTRI KUSUMAWIJAYA,07 Jul 2025
1ka22,1KA22,Kamis,Bahasa Indonesia,3/4,B221,MELANIAWATI,07 Jul 2025
1ka22,1KA22,Kamis,Teori Organisasi Umum,6/7,B221,IBNU CAHYO RAMADHAN,07 Jul 2025
1ka22,1KA22,Kamis,Algoritma & Pemrograman 2B *,8/9,B221,LULU CHAERANI MUNGGARAN,07 Jul 2025
1ka22,1KA22,Jum'at,Praktikum Teknologi Kecerdasan Artifisial,3/4,,TIM DOSEN,07 Jul 2025
1ka23,1KA23,Selasa,Teknologi Kecerdasan Artifisial,,UGTV,TEAM TEACHING,07 Jul 2025
1ka23,1KA23,Rabu,Matematika Dasar 2AB,12/13/14,D632,EDI SUKIRMAN,07 Jul 2025
1ka23,1KA23,Kamis,Struktur & Organisasi Data *,12/13/14,D631,IWAN SETIADI,07 Jul 2025
1ka23,1KA23,Jum'at,Teori Organisasi Umum,11/12,D631,IBNU CAHYO RAMADHAN,07 Jul 2025
1ka23,1KA23,Jum'at,Bahasa Indonesia,13/14,D631,SANGSANG SANGABAKTI,07 Jul 2025
1ka23,1KA23,Sabtu,Pendidikan Kewarganegaraan,1/2,E521,ANDI NUR ALAM,07 Jul 2025
1ka23,1KA23,Sabtu,Praktikum Teknologi Kecerdasan Artifisial,11/12,,TIM DOSEN,07 Jul 2025
1ka23,1KA23,Sabtu,Algoritma & Pemrograman 2 ABC,3/4/5,E521,YUDI IRAWAN CHANDRA,07 Jul 2025
1ka23,1KA23,Sabtu,Pendidikan Agama Islam,7/8,E521,NOVIANTO,07 Jul 2025
1ka24,1KA24,Senin,Pendidikan Kewarganegaraan,1/2,J1417,JUNAEDI ABDILLAH,07 Jul 2025
1ka24,1KA24,Senin,Matematika Dasar 2A,5/6,J133A,ALONA SITUMEANG,07 Jul 2025
1ka24,1KA24,Senin,Bahasa Indonesia,7/8,J133A,INDAH MUSTIKA SHANTI,07 Jul 2025
1ka24,1KA24,Senin,Matematika Dasar 2B,9/10,J133A,HAFIDZAH,07 Jul 2025
1ka24,1KA24,Selasa,Teknologi Kecerdasan Artifisial,,UGTV,TEAM TEACHING,07 Jul 2025
1ka24,1KA24,Rabu,Algoritma & Pemrograman 2A *,1/2,J157,ARIMBI KURNIASARI,07 Jul 2025
1ka24,1KA24,Rabu,Algoritma & Pemrograman 2C *,3/4,J157,RINI ARIANTY,07 Jul 2025
1ka24,1KA24,Rabu,Teori Organisasi Umum,5/6,J157,EVA KHADIJAH,07 Jul 2025
1ka24,1KA24,Rabu,Struktur & Organisasi Data *,8/9/10,J127,BUDI UTAMI FAHNUN,07 Jul 2025
1ka24,1KA24,Kamis,Pendidikan Agama Islam,3/4,J138,MUHAMMAD ABDULLAH S,07 Jul 2025
1ka24,1KA24,Kamis,Algoritma & Pemrograman 2B *,5/6,J138,KARTIKA NOR RAMADHA,07 Jul 2025
1ka24,1KA24,Sabtu,Praktikum Teknologi Kecerdasan Artifisial,1/2,,TIM DOSEN,07 Jul 2025
1ka25,1KA25,Senin,Pendidikan Agama Islam,3/4,J1510,MUHAMMAD ABDULLAH S,07 Jul 2025
1ka25,1KA25,Senin,Matematika Dasar 2A,7/8,J1211,ALONA SITUMEANG,07 Jul 2025
1ka25,1KA25,Senin,Bahasa Indonesia,9/10,J1211,KURNIAWAN EKA,07 Jul 2025
1ka25,1KA25,Selasa,Teknologi Kecerdasan Artifisial,,UGTV,TEAM TEACHING,07 Jul 2025
1ka25,1KA25,Rabu,Struktur & Organisasi Data *,3/4/5,J1316A,IWAN,07 Jul 2025
1ka25,1KA25,Rabu,Algoritma & Pemrograman 2C *,7/8,J157,RINI ARIANTY,07 Jul 2025
1ka25,1KA25,Rabu,Teori Organisasi Umum,9/10,J157,EVA KHADIJAH,07 Jul 2025
1ka25,1KA25,Kamis,Algoritma & Pemrograman 2B *,1/2,J1212,KARTIKA NOR RAMADHA,07 Jul 2025
1ka25,1KA25,Kamis,Matematika Dasar 2B,3/4,J1212,MOCHAMMAD KARJADI,07 Jul 2025
1ka25,1KA25,Kamis,Algoritma & Pemrograman 2A *,5/6,J1212,NIA YUNINGSIH,07 Jul 2025
1ka25,1KA25,Kamis,Pendidikan Kewarganegaraan,9/10,J1115B,JUNAEDI ABDILLAH,07 Jul 2025
1ka25,1KA25,Sabtu,Praktikum Teknologi Kecerdasan Artifisial,3/4,,TIM DOSEN,07 Jul 2025
1ka26,1KA26,Senin,Praktikum Teknologi Kecerdasan Artifisial,1/2,,TIM DOSEN,07 Jul 2025
1ka26,1KA26,Selasa,Teknologi Kecerdasan Artifisial,,UGTV,TEAM TEACHING,07 Jul 2025
1ka26,1KA26,Rabu,Algoritma & Pemrograman 2B *,1/2,J1424,BAGUS SETIADI GURMILANG,07 Jul 2025
1ka26,1KA26,Rabu,Algoritma & Pemrograman 2A *,5/6,J1311,NIA YUNINGSIH,07 Jul 2025
1ka26,1KA26,Rabu,Teori Organisasi Umum,7/8,J1311,EVA KHADIJAH,07 Jul 2025
1ka26,1KA26,Rabu,Bahasa Indonesia,9/10,J1311,SEPITRI DARUYANI,07 Jul 2025
1ka26,1KA26,Kamis,Pendidikan Agama Islam,1/2,J1220,MUHAMMAD ABDULLAH S,07 Jul 2025
1ka26,1KA26,Kamis,Algoritma & Pemrograman 2C *,3/4,J1220,MITA LAILASARI,07 Jul 2025
1ka26,1KA26,Kamis,Struktur & Organisasi Data *,5/6/7,J1220,WALIYA RAHMAWANTI,07 Jul 2025
1ka26,1KA26,Kamis,Matematika Dasar 2A,9/10,J119,ERFIANA WAHYUNINGSIH,07 Jul 2025
1ka26,1KA26,Sabtu,Matematika Dasar 2B,3/4,J1220,INDAH RIZKY RATNALITA,07 Jul 2025
1ka26,1KA26,Sabtu,Pendidikan Kewarganegaraan,7/8,J1511,NINA MEINA RAHMAWATI,07 Jul 2025
1ka27,1KA27,Senin,Pendidikan Agama Islam,1/2,J1211,MUHAMMAD ABDULLAH S,07 Jul 2025
1ka27,1KA27,Senin,Algoritma & Pemrograman 2C *,3/4,J1211,RINI ARIANTY,07 Jul 2025
1ka27,1KA27,Senin,Pendidikan Kewarganegaraan,5/6,J1211,DYAN TANJUNG GUNOTOMO,07 Jul 2025
1ka27,1KA27,Senin,Bahasa Indonesia,9/10,J1114,INDAH MUSTIKA SHANTI,07 Jul 2025
1ka27,1KA27,Selasa,Teknologi Kecerdasan Artifisial,,UGTV,TEAM TEACHING,07 Jul 2025
1ka27,1KA27,Rabu,Teori Organisasi Umum,1/2,J1110,TEDY ARDIANSYAH,07 Jul 2025
1ka27,1KA27,Rabu,Algoritma & Pemrograman 2B *,3/4,J1110,BAGUS SETIADI GURMILANG,07 Jul 2025
1ka27,1KA27,Kamis,Algoritma & Pemrograman 2A *,1/2,J1216A,BUDI UTAMI FAHNUN,07 Jul 2025
1ka27,1KA27,Kamis,Matematika Dasar 2A,3/4,J1216A,HENNY LESTARI,07 Jul 2025
1ka27,1KA27,Kamis,Matematika Dasar 2B,5/6,J1216A,GANJAR FEBRIYANI PRATIWI,07 Jul 2025
1ka27,1KA27,Kamis,Struktur & Organisasi Data *,8/9/10,J1220,WALIYA RAHMAWANTI,07 Jul 2025
1ka27,1KA27,Sabtu,Praktikum Teknologi Kecerdasan Artifisial,8/9,,TIM DOSEN,07 Jul 2025
1ka28,1KA28,Senin,Pendidikan Agama Islam,3/4,J1212,MUHAMMAD ALI,07 Jul 2025
1ka28,1KA28,Senin,Struktur & Organisasi Data *,6/7/8,J1216B,BUDI UTAMI FAHNUN,07 Jul 2025
1ka28,1KA28,Senin,Bahasa Indonesia,9/10,J1216B,SRI SULISTIYONINGSIH,07 Jul 2025
1ka28,1KA28,Selasa,Teknologi Kecerdasan Artifisial,,UGTV,TEAM TEACHING,07 Jul 2025
1ka28,1KA28,Rabu,Teori Organisasi Umum,3/4,J1420,TEDY ARDIANSYAH,07 Jul 2025
1ka28,1KA28,Rabu,Algoritma & Pemrograman 2A *,7/8,J1518,NIA YUNINGSIH,07 Jul 2025
1ka28,1KA28,Rabu,Algoritma & Pemrograman 2B *,9/10,J1518,NURUL HIDAYATI NUSYIRWAN,07 Jul 2025
1ka28,1KA28,Kamis,Algoritma & Pemrograman 2C *,1/2,J1115B,MITA LAILASARI,07 Jul 2025
1ka28,1KA28,Kamis,Pendidikan Kewarganegaraan,3/4,J1115B,MUHAMMAD BURHAN AMIN,07 Jul 2025
1ka28,1KA28,Kamis,Matematika Dasar 2A,6/7,J118,HENNY LESTARI,07 Jul 2025
1ka28,1KA28,Kamis,Matematika Dasar 2B,8/9,J118,GANJAR FEBRIYANI PRATIWI,07 Jul 2025
1ka28,1KA28,Sabtu,Praktikum Teknologi Kecerdasan Artifisial,8/9,,TIM DOSEN,07 Jul 2025
1ka29,1KA29,Senin,Algoritma & Pemrograman 2C *,1/2,K163,LELI SAFITRI,07 Jul 2025
1ka29,1KA29,Senin,Struktur & Organisasi Data *,4/5/6,K131,ANNA FITRIA,07 Jul 2025
1ka29,1KA29,Selasa,Teknologi Kecerdasan Artifisial,,UGTV,TEAM TEACHING,07 Jul 2025
1ka29,1KA29,Selasa,Praktikum Teknologi Kecerdasan Artifisial,6/7,,TIM DOSEN,07 Jul 2025
1ka29,1KA29,Kamis,Algoritma & Pemrograman 2A *,1/2,K163,DINA ANGGRAINI,07 Jul 2025
1ka29,1KA29,Kamis,Pendidikan Kewarganegaraan,3/4,K253,VERONICA FARRY,07 Jul 2025
1ka29,1KA29,Kamis,Bahasa Indonesia,5/6,K267,TRI WAHYU RETNO NINGSIH,07 Jul 2025
1ka29,1KA29,Jum'at,Matematika Dasar 2A,1/2,K248,ELLYSA,07 Jul 2025
1ka29,1KA29,Jum'at,Pendidikan Agama Islam,3/4,K243,APIPUDIN,07 Jul 2025
1ka29,1KA29,Sabtu,Teori Organisasi Umum,1/2,K243,KARTIKA SARI,07 Jul 2025
1ka29,1KA29,Sabtu,Algoritma & Pemrograman 2B *,3/4,K251,PURWANTI,07 Jul 2025
1ka29,1KA29,Sabtu,Matematika Dasar 2B,5/6,K153,ANDI ASNUR PRANATA MUHIBAH HADMAR,07 Jul 2025
1ka30,1KA30,Senin,Pendidikan Agama Islam,1/2,K271,MASWANIH,07 Jul 2025
1ka30,1KA30,Selasa,Teknologi Kecerdasan Artifisial,,UGTV,TEAM TEACHING,07 Jul 2025
1ka30,1KA30,Selasa,Praktikum Teknologi Kecerdasan Artifisial,6/7,,TIM DOSEN,07 Jul 2025
1ka30,1KA30,Kamis,Bahasa Indonesia,1/2,K267,TRI WAHYU RETNO NINGSIH,07 Jul 2025
1ka30,1KA30,Kamis,Algoritma & Pemrograman 2B *,3/4,K131,AGUSTINE HANA MASITOH,07 Jul 2025
1ka30,1KA30,Kamis,Algoritma & Pemrograman 2A *,5/6,K163,DINA ANGGRAINI,07 Jul 2025
1ka30,1KA30,Kamis,Pendidikan Kewarganegaraan,7/8,K155,DJAMUS KALIMAH SN,07 Jul 2025
1ka30,1KA30,Jum'at,Algoritma & Pemrograman 2C *,1/2,K255,MITA LAILASARI,07 Jul 2025
1ka30,1KA30,Jum'at,Matematika Dasar 2A,3/4,K248,ELLYSA,07 Jul 2025
1ka30,1KA30,Sabtu,Matematika Dasar 2B,1/2,K153,ANDI ASNUR PRANATA MUHIBAH HADMAR,07 Jul 2025
1ka30,1KA30,Sabtu,Teori Organisasi Umum,3/4,K243,KARTIKA SARI,07 Jul 2025
1ka30,1KA30,Sabtu,Struktur & Organisasi Data *,5/6,K261,OKTAVIANI,07 Jul 2025
1ka31,1KA31,Senin,Pendidikan Kewarganegaraan,1/2,K243,RETNO EKAWATY,07 Jul 2025
1ka31,1KA31,Senin,Algoritma & Pemrograman 2C *,3/4,K163,LELI SAFITRI,07 Jul 2025
1ka31,1KA31,Senin,Algoritma & Pemrograman 2B *,5/6,K266,WITARI ARYUNANI,07 Jul 2025
1ka31,1KA31,Selasa,Teknologi Kecerdasan Artifisial,,UGTV,TEAM TEACHING,07 Jul 2025
1ka31,1KA31,Selasa,Praktikum Teknologi Kecerdasan Artifisial,8/9,,TIM DOSEN,07 Jul 2025
1ka31,1KA31,Rabu,Bahasa Indonesia,1/2,K154,ASWARINI SENTANA,07 Jul 2025
1ka31,1KA31,Rabu,Matematika Dasar 2B,3/4,K166,MIFTAH ANDRIANSYAH,07 Jul 2025
1ka31,1KA31,Kamis,Struktur & Organisasi Data *,6/7/8,K292,SYARIFAH AZHARINA SYAFRUDIN,07 Jul 2025
1ka31,1KA31,Jum'at,Teori Organisasi Umum,3/4,K272,SURYANDARI SEDYO UTAMI,07 Jul 2025
1ka31,1KA31,Jum'at,Pendidikan Agama Islam,7/8,K243,APIPUDIN,07 Jul 2025
1ka31,1KA31,Sabtu,Algoritma & Pemrograman 2A *,1/2,K271,TRI SULISTYORINI,07 Jul 2025
1ka31,1KA31,Sabtu,Matematika Dasar 2A,3/4,K175,VERONICA ERNITA KRISTIANTI,07 Jul 2025
1ka32,1KA32,Senin,Pendidikan Kewarganegaraan,1/2,K243,RETNO EKAWATY,07 Jul 2025
1ka32,1KA32,Senin,Algoritma & Pemrograman 2B *,3/4,K266,WITARI ARYUNANI,07 Jul 2025
1ka32,1KA32,Senin,Pendidikan Agama Islam,5/6,K272,MEGA OKTAVIANY,07 Jul 2025
1ka32,1KA32,Selasa,Teknologi Kecerdasan Artifisial,,UGTV,TEAM TEACHING,07 Jul 2025
1ka32,1KA32,Selasa,Praktikum Teknologi Kecerdasan Artifisial,8/9,,TIM DOSEN,07 Jul 2025
1ka32,1KA32,Rabu,Bahasa Indonesia,3/4,K154,ASWARINI SENTANA,07 Jul 2025
1ka32,1KA32,Jum'at,Teori Organisasi Umum,1/2,K272,SURYANDARI SEDYO UTAMI,07 Jul 2025
1ka32,1KA32,Jum'at,Algoritma & Pemrograman 2C *,3/4,K255,MITA LAILASARI,07 Jul 2025
1ka32,1KA32,Jum'at,Matematika Dasar 2A,7/8,K245,BAYU KUMORO YAKTI,07 Jul 2025
1ka32,1KA32,Sabtu,Matematika Dasar 2B,1/2,K175,VERONICA ERNITA KRISTIANTI,07 Jul 2025
1ka32,1KA32,Sabtu,Struktur & Organisasi Data *,3/4/5,K254,RATIH NURDIYANI SARI,07 Jul 2025
1ka32,1KA32,Sabtu,Algoritma & Pemrograman 2A *,6/7,K271,TRI SULISTYORINI,07 Jul 2025
1ka33,1KA33,Senin,Teori Organisasi Umum,1/2,L235,CAHYAWATI DIAH KUSUMARINI,07 Jul 2025
1ka33,1KA33,Senin,Matematika Dasar 2B,3/4,L225,DIYANTI,07 Jul 2025
1ka33,1KA33,Senin,Struktur & Organisasi Data *,5/6/7,L222,YENI SETIANI,07 Jul 2025
1ka33,1KA33,Selasa,Teknologi Kecerdasan Artifisial,,UGTV,TEAM TEACHING,07 Jul 2025
1ka33,1KA33,Selasa,Praktikum Teknologi Kecerdasan Artifisial,6/7,,TIM DOSEN,07 Jul 2025
1ka33,1KA33,Rabu,Pendidikan Agama Islam,2/3,L233,MULYADI,07 Jul 2025
1ka33,1KA33,Rabu,Algoritma & Pemrograman 2A *,4/5,L222,ONNY MARLEEN,07 Jul 2025
1ka33,1KA33,Kamis,Bahasa Indonesia,2/3,L226,KEZIA YANSEN PASANG,07 Jul 2025
1ka33,1KA33,Jum'at,Algoritma & Pemrograman 2C *,2/3,L242,OCTARINA BUDI LESTARI,07 Jul 2025
1ka33,1KA33,Sabtu,Pendidikan Kewarganegaraan,2/3,L233,SHINTA TEVININGRUM,07 Jul 2025
1ka33,1KA33,Sabtu,Algoritma & Pemrograman 2B *,4/5,L233,EKA FITRI RAHAYU,07 Jul 2025
1ka33,1KA33,Sabtu,Matematika Dasar 2A,6/7,L222,BAMBANG DWINANTO,07 Jul 2025
1ka34,1KA34,Senin,Algoritma & Pemrograman 2 *,2/3/4,I805,AHMAD HIDAYAT,07 Jul 2025
1ka34,1KA34,Selasa,Teknologi Kecerdasan Artifisial,,UGTV,TEAM TEACHING,07 Jul 2025
1ka34,1KA34,Selasa,Pendidikan Kewarganegaraan,6/7,I805,PRASETYO BONIFASIUS S,07 Jul 2025
1ka34,1KA34,Selasa,Praktikum Teknologi Kecerdasan Artifisial,6/7,,TIM DOSEN,07 Jul 2025
1ka34,1KA34,Rabu,Praktikum Algoritma & Pemrograman 2,2/3,I805,DIANA IKASARI,07 Jul 2025
1ka34,1KA34,Rabu,Bahasa Indonesia,4/5,I805,TRI BUDIARTA,07 Jul 2025
1ka34,1KA34,Kamis,Matematika Dasar 2,2/3,I805,HARYONO PUTRO,07 Jul 2025
1ka34,1KA34,Jumat,Struktur & Organisasi Data *,2/3/4,I805,ANA KURNIAWATI,07 Jul 2025
1ka34,1KA34,Jumat,Teori Organisasi Umum,7/8,I805,EDY NURSANTA,07 Jul 2025
2ka01,2KA01,Rabu,Sistem Basis Data 2 */**,1/2/3,E238,SURYADI HARMANTO/BUNAWAN,07 Jul 2025
2ka01,2KA01,Rabu,Matematika Sistem Informasi 2,6/7,E514,NURWENDO HARICAHYADI,07 Jul 2025
2ka01,2KA01,Rabu,Matematika Lanjut 2 **,8/9,E514,BONANG WASPADADI LIGAR,07 Jul 2025
2ka01,2KA01,Jum'at,Sistem Operasi **,2/3/4,E213,YUDI ADHA,07 Jul 2025
2ka01,2KA01,Jum'at,Statistika **,7/8/9,E348,EDI MINAJI PRIBADI,07 Jul 2025
2ka01,2KA01,Sabtu,Pengantar Akuntansi Keuangan,1/2/3,E121,AMANDA DWILUTHFIA JOANNA,07 Jul 2025
2ka01,2KA01,Sabtu,Manajemen & SIM 2 *,5/6,E121,MOHAMAD FUAD,07 Jul 2025
2ka01,2KA01,Sabtu,Pemrograman Berorientasi Objek,8/9/10,E322,DIOKTA REDHO LASTIN,07 Jul 2025
2ka02,2KA02,Selasa,Matematika Sistem Informasi 2,2/3,E334,MUHAMMAD IMRON HADISANTOSA,07 Jul 2025
2ka02,2KA02,Selasa,Sistem Basis Data 2 */**,4/5/6,E334,SAHNI DAMERIANTA P,07 Jul 2025
2ka02,2KA02,Selasa,Statistika **,8/9/10,E334,PARANITA ASNUR,07 Jul 2025
2ka02,2KA02,Kamis,Pengantar Akuntansi Keuangan,4/5/6,D657,NOVA ANGGRAINIE,07 Jul 2025
2ka02,2KA02,Kamis,Matematika Lanjut 2 **,8/9,D612,ADI KRESNO,07 Jul 2025
2ka02,2KA02,Jum'at,Manajemen & SIM 2 *,3/4,E312,CUT ASIANA GEMAWATY,07 Jul 2025
2ka02,2KA02,Jum'at,Sistem Operasi **,7/8/9,E311,YUDI ADHA,07 Jul 2025
2ka02,2KA02,Sabtu,Pemrograman Berorientasi Objek,1/2/3,E227,DIOKTA REDHO LASTIN,07 Jul 2025
2ka03,2KA03,Senin,Pemrograman Berorientasi Objek,4/5/6,E424,AGUNG SLAMET RIYADI,07 Jul 2025
2ka03,2KA03,Rabu,Matematika Lanjut 2 **,1/2,D647,IAS SRI WAHYUNI,07 Jul 2025
2ka03,2KA03,Rabu,Matematika Sistem Informasi 2,5/6,D634,RICKY AGUS TJIPTANATA,07 Jul 2025
2ka03,2KA03,Rabu,Sistem Basis Data 2 */**,7/8/9,D634,YULIA CHALRI,07 Jul 2025
2ka03,2KA03,Jum'at,Statistika **,2/3/4,G249,IMAN MURTONO SOENHADJI,07 Jul 2025
2ka03,2KA03,Jum'at,Pengantar Akuntansi Keuangan,7/8/9,G147,RIYANTI,07 Jul 2025
2ka03,2KA03,Sabtu,Manajemen & SIM 2 *,3/4,E335,MOHAMAD FUAD,07 Jul 2025
2ka03,2KA03,Sabtu,Sistem Operasi **,5/6/7,E335,MUHAMMAD JUERGEN DONGGALA PUTRA THALIB,07 Jul 2025
2ka04,2KA04,Senin,Pengantar Akuntansi Keuangan,1/2/3,G135,RINO RINALDO,07 Jul 2025
2ka04,2KA04,Senin,Sistem Operasi **,4/5/6,G135,ABDUS SYAKUR,07 Jul 2025
2ka04,2KA04,Senin,Pemrograman Berorientasi Objek,8/9/10,G135,IDA ASTUTI,07 Jul 2025
2ka04,2KA04,Rabu,Sistem Basis Data 2 */**,4/5/6,E422,SUHARNI,07 Jul 2025
2ka04,2KA04,Rabu,Matematika Sistem Informasi 2,8/9,E216,NURWENDO HARICAHYADI,07 Jul 2025
2ka04,2KA04,Jum'at,Manajemen & SIM 2 *,1/2,E426,CAHYAWATI DIAH KUSUMARINI,07 Jul 2025
2ka04,2KA04,Jum'at,Matematika Lanjut 2 **,3/4,E426,ENDAH BUDIYATI,07 Jul 2025
2ka04,2KA04,Jum'at,Statistika **,7/8/9,E426,MB MIKE SUSMIKANTI,07 Jul 2025
2ka05,2KA05,Selasa,Statistika **,1/2/3,G226,ADI KUSWANTO,07 Jul 2025
2ka05,2KA05,Selasa,Sistem Basis Data 2 */**,4/5/6,G218,HURNANINGSIH/GHIFARI PRAMESWARI(LURING),07 Jul 2025
2ka05,2KA05,Selasa,Sistem Operasi **,8/9/10,G132,NURASIAH,07 Jul 2025
2ka05,2KA05,Rabu,Matematika Sistem Informasi 2,1/2,G348,SELI SITI SHOLIHAT,07 Jul 2025
2ka05,2KA05,Rabu,Matematika Lanjut 2 **,3/4,G348,SITA DEWI,07 Jul 2025
2ka05,2KA05,Rabu,Pengantar Akuntansi Keuangan,6/7/8,G342,NOVA ANGGRAINIE,07 Jul 2025
2ka05,2KA05,Jum'at,Pemrograman Berorientasi Objek,2/3/4,D611,DEWI ANGGRAINI PUSPA HAPSARI,07 Jul 2025
2ka05,2KA05,Jum'at,Manajemen & SIM 2 *,7/8,D634,CAHYAWATI DIAH KUSUMARINI,07 Jul 2025
2ka06,2KA06,Selasa,Manajemen & SIM 2 *,1/2,E133,MOHAMAD FUAD,07 Jul 2025
2ka06,2KA06,Selasa,Statistika **,5/6/7,E133,ADI KUSWANTO,07 Jul 2025
2ka06,2KA06,Selasa,Sistem Basis Data 2 */**,8/9/10,E133,MURNIYATI,07 Jul 2025
2ka06,2KA06,Rabu,Matematika Lanjut 2 **,1/2,G242,SITA DEWI,07 Jul 2025
2ka06,2KA06,Rabu,Matematika Sistem Informasi 2,3/4,G242,SELI SITI SHOLIHAT,07 Jul 2025
2ka06,2KA06,Kamis,Pemrograman Berorientasi Objek,1/2/3,D631,AGUNG SLAMET RIYADI,07 Jul 2025
2ka06,2KA06,Kamis,Sistem Operasi **,4/5/6,D631,DARMASTUTI,07 Jul 2025
2ka06,2KA06,Kamis,Pengantar Akuntansi Keuangan,8/9/10,D631,DESI PUJIATI,07 Jul 2025
2ka07,2KA07,Rabu,Pengantar Akuntansi Keuangan,1/2/3,D612,NOVA ANGGRAINIE,07 Jul 2025
2ka07,2KA07,Rabu,Manajemen & SIM 2 *,5/6,D636,TRINI SAPTARIANI/RATRI PURWANINGTYAS,07 Jul 2025
2ka07,2KA07,Rabu,Statistika **,8/9/10,D641,RETNANINGTYAS WIDYASTUTI,07 Jul 2025
2ka07,2KA07,Kamis,Matematika Lanjut 2 **,1/2,E213,SUSI INDRATI,07 Jul 2025
2ka07,2KA07,Kamis,Matematika Sistem Informasi 2,4/5,E218,ERNI RIHYANTI,07 Jul 2025
2ka07,2KA07,Kamis,Sistem Operasi **,8/9/10,E312,NOVRINA,07 Jul 2025
2ka07,2KA07,Jum'at,Sistem Basis Data 2 */**,2/3/4,G316,SAHNI DAMERIANTA P,07 Jul 2025
2ka07,2KA07,Jum'at,Pemrograman Berorientasi Objek,7/8/9,G316,DEWI ANGGRAINI PUSPA HAPSARI,07 Jul 2025
2ka08,2KA08,Selasa,Matematika Lanjut 2 **,1/2,E226,ICHSANI MURSIDAH,07 Jul 2025
2ka08,2KA08,Selasa,Sistem Basis Data 2 */**,4/5/6,E222,YULI KARYANTI,07 Jul 2025
2ka08,2KA08,Selasa,Matematika Sistem Informasi 2,8/9,E313,NURWENDO HARICAHYADI,07 Jul 2025
2ka08,2KA08,Kamis,Pemrograman Berorientasi Objek,2/3/4,E527,EMY HARYATMI,07 Jul 2025
2ka08,2KA08,Kamis,Manajemen & SIM 2 *,6/7,E224,TRINI SAPTARIANI/EKA FITRI RAHAYU,07 Jul 2025
2ka08,2KA08,Kamis,Pengantar Akuntansi Keuangan,8/9/10,E224,BUDI SANTOSO2,07 Jul 2025
2ka08,2KA08,Jum'at,Sistem Operasi **,2/3/4,G434,ABDUS SYAKUR,07 Jul 2025
2ka08,2KA08,Jum'at,Statistika **,7/8/9,G434,IMAN MURTONO SOENHADJI,07 Jul 2025
2ka09,2KA09,Selasa,Sistem Basis Data 2 */**,1/2/3,G217,HURNANINGSIH/GHIFARI PRAMESWARI(LURING),07 Jul 2025
2ka09,2KA09,Selasa,Matematika Lanjut 2 **,5/6,G217,JULLYSAVA C AZIZ,07 Jul 2025
2ka09,2KA09,Rabu,Pemrograman Berorientasi Objek,2/3/4,G445,FAUZIAH SUPARDI,07 Jul 2025
